iter	Logloss
210	0.473421108
211	0.4730059942
212	0.4725495822
213	0.4721894459
214	0.4716677989
215	0.4711724442
216	0.4704970787
217	0.4700197472
218	0.4695480262
219	0.4691014494
220	0.4685904884
221	0.4681830344
222	0.4675996551
223	0.4672815507
224	0.4667589785
225	0.4661740246
226	0.4658010649
227	0.4653677014
228	0.4649348207
229	0.4645678898
230	0.4641477021
231	0.4638481111
232	0.4634188053
233	0.4629658341
234	0.4625057039
235	0.4620671844
236	0.4614904412
237	0.4610791975
238	0.4603962567
239	0.4597265555
240	0.4594660505
241	0.4591263239
242	0.4587513072
243	0.4583451346
244	0.457965257
245	0.4575382824
246	0.4569932469
247	0.4562876869
248	0.4558156322
249	0.4552421293
250	0.4545102053
251	0.4542459376
252	0.453831357
253	0.4533229554
254	0.4529280564
255	0.452469385
256	0.4519855552
257	0.4516019422
258	0.4511503725
259	0.4507204176
260	0.4503227295
261	0.4499502501
262	0.4495265754
263	0.4492278926
264	0.4487541632
265	0.448208336
266	0.4478377571
267	0.4473304616
268	0.4470542635
269	0.4466321378
270	0.44613368
271	0.445797155
272	0.4454526133
273	0.4448980282
274	0.4446630523
275	0.4441249953
276	0.4437172648
277	0.4432392409
278	0.4429480422
279	0.4423273403
280	0.4419139546
281	0.4414708261
282	0.440925805
283	0.4404387195
284	0.4399595107
285	0.4396644531
286	0.4392767375
287	0.4389749271
288	0.4387140493
289	0.4384257377
290	0.4378983788
291	0.4373858399
292	0.4370983971
293	0.436643777
294	0.436250157
295	0.4358413584
296	0.4354642396
297	0.434957962
298	0.434474061
299	0.4341649078
300	0.433728236
301	0.4334312427
302	0.4330723471
303	0.4326980979
304	0.4322992818
305	0.4319722759
306	0.4316282707
307	0.4313852706
308	0.4310703219
309	0.4307069593
310	0.430452935
311	0.4301698744
312	0.4298258282
313	0.4293671372
314	0.4290548459
315	0.4287727386
316	0.4283492062
317	0.4281008603
318	0.427611996
319	0.427222236
320	0.4268292908
321	0.4263688651
322	0.4261106521
323	0.4257912523
324	0.4255311951
325	0.4251461774
326	0.4248188523
327	0.4243348161
328	0.4239365834
329	0.423653047
330	0.4231581351
331	0.422948692
332	0.4224082265
333	0.422143123
334	0.4217298023
335	0.4212690291
336	0.420973808
337	0.4205276112
338	0.4201432209
339	0.419835026
340	0.4195226244
341	0.419180066
342	0.4188038047
343	0.4184612254
344	0.4181258493
345	0.4177723173
346	0.4174768102
347	0.4171586586
348	0.4168601098
349	0.4166101436
350	0.4163258865
351	0.4160537722
352	0.4156880382
353	0.4153919239
354	0.4150477663
355	0.4147769528
356	0.4145057474
357	0.4142006214
358	0.413918739
359	0.4135798455
360	0.4132576466
361	0.4129843295
362	0.4126592313
363	0.4120595484
364	0.4116646456
365	0.4113813089
366	0.4110992485
367	0.4106335327
368	0.4102605721
369	0.4099185033
370	0.4096051421
371	0.409430401
372	0.409134061
373	0.4089200488
374	0.4085028001
375	0.4083003678
376	0.4080594286
377	0.4079277482
378	0.4076749879
379	0.4072799718
380	0.4069558603
381	0.4066352403
382	0.4062846595
383	0.4060277216
384	0.4057141497
385	0.4053008816
386	0.404984913
387	0.4047010506
388	0.4043480393
389	0.4041146008
390	0.4037447586
391	0.4032092357
392	0.4029763759
393	0.402714881
394	0.4024641936
395	0.4022232657
396	0.4020030179
397	0.4014871693
398	0.4011971384
399	0.4009515446
400	0.4005845985
401	0.4002556966
402	0.3999577782
403	0.399621348
404	0.3993109765
405	0.3989058266
406	0.3986092349
407	0.3983982866
408	0.3980000319
409	0.3978200029
410	0.3975617652
411	0.3971667768
412	0.3969159117
413	0.3965533114
414	0.3963235118
415	0.3960819212
416	0.3958444916
417	0.395585418
418	0.3950749123
419	0.3947281786
420	0.3944279374
421	0.3941331754
422	0.3936666723
423	0.3933961206
424	0.393034143
425	0.3926202117
426	0.3922930845
427	0.39195427
428	0.3916689262
429	0.3912377384
430	0.3908650221
431	0.3905048151
432	0.3902332708
433	0.3899709752
434	0.389702855
435	0.3895129963
436	0.3892884274
437	0.3891408392
438	0.3888040335
439	0.3884272608
440	0.3882107473
441	0.3878532682
442	0.3875153008
443	0.3873041031
444	0.3871225253
445	0.3867745433
446	0.3865624238
447	0.3863111526
448	0.3860896003
449	0.3858264209
450	0.3855981155
451	0.385346348
452	0.3851037805
453	0.3848830026
454	0.3846393547
455	0.3843414118
456	0.3840563209
457	0.3837326553
458	0.383393296
459	0.3830490851
460	0.3828154426
461	0.3826030989
462	0.3823729295
463	0.3821113514
464	0.38175692
465	0.3813992841
466	0.3811665268
467	0.3808848804
468	0.3806054705
469	0.380303502
470	0.3800909601
471	0.3798469656
472	0.3795274098
473	0.3792103224
474	0.3788795294
475	0.3784481403
476	0.3780770345
477	0.3777991533
478	0.3775530191
479	0.3771315145
480	0.3768510599
481	0.3765615154
482	0.3763774529
483	0.3761806448
484	0.3759317421
485	0.3755132754
486	0.3753515236
487	0.3750843886
488	0.3748009293
489	0.3744116794
490	0.37421219
491	0.3738705711
492	0.3736403999
493	0.373206236
494	0.3727961449
495	0.3725485815
496	0.372160367
497	0.3719441903
498	0.3714921585
499	0.3711676281
500	0.3708266908
501	0.3703556783
502	0.3700778729
503	0.3698098124
504	0.3697205466
505	0.3694425041
506	0.3691657329
507	0.3689040465
508	0.3687372956
509	0.368536637
510	0.3682805565
511	0.3679932529
512	0.3677197645
513	0.3675119083
514	0.3673024561
515	0.3668532155
516	0.366552268
517	0.3662422035
518	0.3659372564
519	0.3656659453
520	0.3654072166
521	0.3650538232
522	0.3648215196
523	0.3645504045
524	0.3642059356
525	0.3639604318
526	0.3638023173
527	0.3634959166
528	0.3633004469
529	0.3630969398
530	0.3628731927
531	0.3626017849
532	0.3623307268
533	0.3619593068
534	0.361674837
535	0.3613250793
536	0.3609607426
537	0.3607208853
538	0.3605434302
539	0.360312865
540	0.3601120778
541	0.3598704761
542	0.3594962369
543	0.3591845033
544	0.3589061717
545	0.3586902051
546	0.3583359517
547	0.3581914723
548	0.3579281839
549	0.3577214699
550	0.357422859
551	0.3570434653
552	0.3567061067
553	0.3565102253
554	0.3563037987
555	0.3561352008
556	0.3559193554
557	0.3555479847
558	0.3553793568
559	0.3550706505
560	0.3548122503
561	0.354632154
562	0.3543337979
563	0.3541223771
564	0.3538839919
565	0.35371562
566	0.3533113107
567	0.3530338102
568	0.3526143471
569	0.3524234838
570	0.3521041117
571	0.3518760596
572	0.3515523679
573	0.3512225149
574	0.351004573
575	0.3507954796
576	0.3505460714
577	0.3502977167
578	0.3499413907
579	0.3497149919
580	0.3494375765
581	0.3492276024
582	0.348884114
583	0.3484734366
584	0.3480476552
585	0.347658143
586	0.3474353174
587	0.3472209465
588	0.3469517608
589	0.3465958052
590	0.3463642711
591	0.3461546776
592	0.3459416041
593	0.3457287651
594	0.3455515629
595	0.3451651847
596	0.34491045
597	0.3445572566
598	0.3442382433
599	0.3440231102
600	0.3436653714
601	0.3433857034
602	0.3430831818
603	0.3426904855
604	0.3423051489
605	0.3420134118
606	0.3417923714
607	0.3415376793
608	0.3412404735
609	0.3409938428
610	0.3407372205
611	0.3404044147
612	0.3400736176
613	0.3398653217
614	0.3396021442
615	0.3394245029
616	0.3392196331
617	0.338982447
618	0.3386293261
619	0.3384828375
620	0.3382036273
621	0.3379815371
622	0.3376897051
623	0.3372354255
624	0.3369041517
625	0.3365510196
626	0.3361779677
627	0.3358817198
628	0.335682561
629	0.3354425097
630	0.3350817968
631	0.3348933897
632	0.3346857308
633	0.3343385938
634	0.3340811122
635	0.3338553725
636	0.3335037108
637	0.3331705333
638	0.3329534805
639	0.3327193152
640	0.3325332667
641	0.3322318759
642	0.3317606647
643	0.3314985203
644	0.3311771175
645	0.3308406308
646	0.3305138728
647	0.3302323908
648	0.3300649886
649	0.3297968728
650	0.3295855032
651	0.3291844521
652	0.3289411703
653	0.3287004282
654	0.3284381448
655	0.328175845
656	0.327944689
657	0.3276797779
658	0.3273029757
659	0.3270705521
660	0.3268638346
661	0.3266264095
662	0.326304812
663	0.3259569509
664	0.3257060269
665	0.3254826878
666	0.3252229421
667	0.3249913358
668	0.3246824775
669	0.3243576739
670	0.3240676673
671	0.323784698
672	0.3234469582
673	0.3232425516
674	0.3229927131
675	0.3227103133
676	0.3224715693
677	0.3222284824
678	0.3219632157
679	0.3215716967
680	0.3213391509
681	0.3210535593
682	0.3207961734
683	0.3205283768
684	0.3203692461
685	0.3201163588
686	0.3197046619
687	0.3194695841
688	0.3192347
689	0.3189810812
690	0.3186703913
691	0.3185117818
692	0.3183165405
693	0.3179725786
694	0.3177415241
695	0.3175140909
696	0.3172389042
697	0.3170149558
698	0.3167602518
699	0.3164109879
700	0.3160691506
701	0.3157969054
702	0.3154929984
703	0.315108965
704	0.3148864927
705	0.3146083886
706	0.3142493685
707	0.3140685701
708	0.313744236
709	0.3134709428
710	0.3131256231
711	0.3127527482
712	0.3125040235
713	0.3122562345
714	0.3120209599
715	0.311567522
716	0.31114234
717	0.3108383066
718	0.3105727754
719	0.3103540847
720	0.3100493935
721	0.3096797596
722	0.3094483503
723	0.309231497
724	0.3089206039
725	0.3086538214
726	0.3083440524
727	0.3079161324
728	0.3076959397
729	0.307415964
730	0.3071307888
731	0.3068586989
732	0.3064741682
733	0.3062750266
734	0.3060478925
735	0.3057055018
736	0.3053788835
737	0.3050433975
738	0.3048438575
739	0.3045047217
740	0.3042434906
741	0.3039378356
742	0.3035208605
743	0.3031457608
744	0.3027606833
745	0.3024382104
746	0.3020609901
747	0.3018367595
748	0.3015273522
749	0.301336579
750	0.3010931748
751	0.3007380823
752	0.3005434413
753	0.3003513986
754	0.2999516546
755	0.2996814198
756	0.2994800469
757	0.2990535051
758	0.2986016706
759	0.2984106936
760	0.2981500333
761	0.297836515
762	0.2976090757
763	0.297362554
764	0.2972220092
765	0.2968736412
766	0.2964257155
767	0.2962151801
768	0.295917001
769	0.2955546303
770	0.2953698123
771	0.2950854649
772	0.2947626555
773	0.2943804342
774	0.2942513253
775	0.293930221
776	0.2935982577
777	0.2934070988
778	0.2931128801
779	0.292851839
780	0.2925471279
781	0.2923662353
782	0.2920746132
783	0.2917426061
784	0.29146065
785	0.2910884406
786	0.2908804191
787	0.2906325463
788	0.2904192383
789	0.2901842779
790	0.2898721906
791	0.2896362972
792	0.2892182397
793	0.2889087791
794	0.288670588
795	0.2884558107
796	0.2881194266
797	0.2879748139
798	0.2876218265
799	0.2874574622
800	0.2871339485
801	0.2869981363
802	0.2867019389
803	0.2864369008
804	0.2862744922
805	0.2860242589
806	0.285703583
807	0.2854658792
808	0.2851431578
809	0.2848436824
810	0.2845271682
811	0.2842735728
812	0.284060236
813	0.2837016084
814	0.2835276498
815	0.2832510471
816	0.2829079602
817	0.2827365524
818	0.2823852892
819	0.282052155
820	0.281755125
821	0.2814501513
822	0.2811827586
823	0.2809911618
824	0.2808795474
825	0.2806901015
826	0.2804335741
827	0.2800315018
828	0.279751654
829	0.279479451
830	0.2792498349
831	0.278878479
832	0.2786606001
833	0.278504982
834	0.2781571436
835	0.2780227522
836	0.2776937851
837	0.277469563
838	0.2772136882
839	0.2768808835
840	0.276627453
841	0.2762537929
842	0.2759949595
843	0.2758069827
844	0.2754845975
845	0.2751516585
846	0.2747984804
847	0.2745829466
848	0.2743491102
849	0.2740953941
850	0.2737190587
851	0.2734135833
852	0.273177952
853	0.2729385881
854	0.2727337815
855	0.2724909739
856	0.2722903798
857	0.272015944
858	0.2717404608
859	0.2714714633
860	0.2712145356
861	0.2710341373
862	0.2707152044
863	0.2704696875
864	0.2700567658
865	0.2699307029
866	0.2696746262
867	0.2693734996
868	0.269049169
869	0.2687930038
870	0.2685501007
871	0.2682486476
872	0.26797056
873	0.2676654949
874	0.2674057162
875	0.2670620648
876	0.2668635578
877	0.2665575319
878	0.2662144213
879	0.2660216542
880	0.2658249944
881	0.2655302757
882	0.2653193467
883	0.2650502306
884	0.264872318
885	0.2647638056
886	0.2645930499
887	0.2642481156
888	0.2640320966
889	0.2637612059
890	0.2636448535
891	0.263535137
892	0.2634105951
893	0.263170946
894	0.2627675113
895	0.2626769295
896	0.2623573847
897	0.2620661053
898	0.2618096288
899	0.2615799677
900	0.2613048406
901	0.2609588276
902	0.2606644857
903	0.2604124207
904	0.2601972809
905	0.2599123625
906	0.2597013623
907	0.2593804986
908	0.2591125402
909	0.2588832482
910	0.2586776843
911	0.2583802616
912	0.2581291265
913	0.2578893249
914	0.2577893377
915	0.2575856826
916	0.2573900698
917	0.2572384773
918	0.2570268213
919	0.2566876131
920	0.2564654612
921	0.2562382303
922	0.2559238972
923	0.255711576
924	0.2554973551
925	0.2553147359
926	0.2550575951
927	0.254917574
928	0.2546808707
929	0.254468044
930	0.2542689884
931	0.2540530738
932	0.2538498264
933	0.2534961557
934	0.2532655796
935	0.2530602318
936	0.2528214758
937	0.2525908606
938	0.2523257431
939	0.2520780117
940	0.2518766558
941	0.2516785459
942	0.25147453
943	0.2512444823
944	0.2509913123
945	0.2507461283
946	0.2505359383
947	0.2503651756
948	0.2501172034
949	0.2499042577
950	0.2497795804
951	0.2496401761
952	0.2494827303
953	0.2493133986
954	0.2490667346
955	0.2488834989
956	0.248681018
957	0.2484082362
958	0.2481921288
959	0.247935248
960	0.2478098868
961	0.2475686873
962	0.2473054944
963	0.2471286138
964	0.2468522302
965	0.2467785189
966	0.2466209119
967	0.2464286363
968	0.2461845601
969	0.2459184274
970	0.245800414
971	0.2455673426
972	0.2453902244
973	0.2452270067
974	0.244972445
975	0.2447790993
976	0.2445461228
977	0.2442596684
978	0.2441057954
979	0.2438089053
980	0.2436377667
981	0.243467575
982	0.2432307889
983	0.2430673247
984	0.2428219302
985	0.2425290978
986	0.2422925369
987	0.2421105016
988	0.2418608803
989	0.2415971903
990	0.2413825459
991	0.2412068001
992	0.2410246442
993	0.2408207179
994	0.2406098158
995	0.2404143292
996	0.2401835668
997	0.2399836469
998	0.2398627075
999	0.2395925207
